day,store_id,store_format,category,dow,month,promo_flag,lag_7,lag_14,roll_28_mean,sales
106,S01,hyper,cat_A,1,3,0,131.35,136.0,126.1792857142857,136.96
107,S01,hyper,cat_A,2,3,0,172.05,151.66,142.12071428571429,136.4
108,S01,hyper,cat_A,3,3,1,155.9,144.35,254.18444444444444,249.35
109,S01,hyper,cat_A,4,3,0,158.51,142.84,153.1621428571428,152.85
110,S01,hyper,cat_A,5,3,0,173.43,191.32,122.30071428571428,202.19
111,S01,hyper,cat_A,6,3,0,174.91,222.68,189.35178571428574,159.68
112,S01,hyper,cat_A,0,3,0,141.19,143.43,148.30142857142854,143.36
113,S01,hyper,cat_A,1,3,0,136.96,131.35,105.21857142857142,128.18
114,S01,hyper,cat_A,2,3,0,136.4,172.05,155.82,164.58
115,S01,hyper,cat_A,3,3,0,249.35,155.9,221.74571428571426,161.66
116,S01,hyper,cat_A,4,3,0,152.85,158.51,156.24500000000003,155.7
117,S01,hyper,cat_A,5,3,0,202.19,173.43,198.7092857142857,201.72
118,S01,hyper,cat_A,6,3,0,159.68,174.91,398.57249999999993,183.72
119,S01,hyper,cat_A,0,3,0,143.36,141.19,139.7875,126.72
120,S01,hyper,cat_A,1,4,0,128.18,136.96,87.14535714285714,158.57
121,S01,hyper,cat_A,2,4,0,164.58,136.4,139.5075,153.2
122,S01,hyper,cat_A,3,4,0,161.66,249.35,184.87678571428572,141.18
123,S01,hyper,cat_A,4,4,0,155.7,152.85,135.99357142857144,141.29
124,S01,hyper,cat_A,5,4,0,201.72,202.19,172.24357142857144,190.67
125,S01,hyper,cat_A,6,4,1,183.72,159.68,158.95629629629633,283.74
126,S01,hyper,cat_A,0,4,0,126.72,143.36,109.96821428571427,151.63
127,S01,hyper,cat_A,1,4,0,158.57,128.18,92.47999999999999,150.1
128,S01,hyper,cat_A,2,4,0,153.2,164.58,130.68071428571426,147.51
129,S01,hyper,cat_A,3,4,0,141.18,161.66,171.77714285714288,160.74
130,S01,hyper,cat_A,4,4,0,141.29,155.7,118.18785714285714,135.89
131,S01,hyper,cat_A,5,4,0,190.67,201.72,177.2667857142857,178.53
132,S01,hyper,cat_A,6,4,0,283.74,183.72,150.51999999999998,184.59
133,S01,hyper,cat_A,0,4,0,151.63,126.72,125.25714285714285,124.91
134,S01,hyper,cat_A,1,4,0,150.1,158.57,142.78035714285713,138.84
135,S01,hyper,cat_A,2,4,0,147.51,153.2,236.55074074074074,177.22
136,S01,hyper,cat_A,3,4,0,160.74,141.18,109.81749999999998,152.54
137,S01,hyper,cat_A,4,4,0,135.89,141.29,84.78964285714287,141.48
138,S01,hyper,cat_A,5,4,0,178.53,190.67,126.80678571428572,163.73
139,S01,hyper,cat_A,6,4,0,184.59,283.74,99.53142857142856,165.98
140,S01,hyper,cat_A,0,4,0,124.91,151.63,71.95285714285714,155.98
141,S01,hyper,cat_A,1,4,0,138.84,150.1,103.49464285714284,146.23
142,S01,hyper,cat_A,2,4,0,177.22,147.51,158.64928571428572,123.09
143,S01,hyper,cat_A,3,4,0,152.54,160.74,119.5125,121.12
144,S01,hyper,cat_A,4,4,0,141.48,135.89,122.34,144.91
145,S01,hyper,cat_A,5,4,0,163.73,178.53,231.7525,148.19
146,S01,hyper,cat_A,6,4,0,165.98,184.59,92.41999999999999,188.03
147,S01,hyper,cat_A,0,4,0,155.98,124.91,64.08392857142857,149.1
148,S01,hyper,cat_A,1,4,0,146.23,138.84,102.38464285714285,164.87
149,S01,hyper,cat_A,2,4,0,123.09,177.22,121.48357142857142,133.19
150,S01,hyper,cat_A,3,5,0,121.12,152.54,87.58321428571428,148.43
151,S01,hyper,cat_A,4,5,0,144.91,141.48,125.52678571428571,155.16
152,S01,hyper,cat_A,5,5,0,148.19,163.73,98.39407407407407,162.66
153,S01,hyper,cat_A,6,5,0,188.03,165.98,73.45071428571428,169.76
154,S01,hyper,cat_A,0,5,1,149.1,155.98,62.60607142857142,208.94
155,S01,hyper,cat_A,1,5,0,164.87,146.23,86.63428571428571,149.1
156,S01,hyper,cat_A,2,5,0,133.19,123.09,117.28142857142856,113.1
157,S01,hyper,cat_A,3,5,0,148.43,121.12,76.0342857142857,119.85
158,S01,hyper,cat_A,4,5,0,155.16,144.91,115.73785714285714,150.15
159,S01,hyper,cat_A,5,5,0,162.66,148.19,99.09642857142855,156.92
160,S01,hyper,cat_A,6,5,0,169.76,188.03,86.83321428571428,179.51
161,S01,hyper,cat_A,0,5,0,208.94,149.1,92.26642857142856,127.96
162,S01,hyper,cat_A,1,5,0,149.1,164.87,177.16037037037037,126.49
163,S01,hyper,cat_A,2,5,0,113.1,133.19,102.45642857142856,124.35
164,S01,hyper,cat_A,3,5,0,119.85,148.43,82.96749999999999,136.43
165,S01,hyper,cat_A,4,5,0,150.15,155.16,126.03035714285713,131.87
166,S01,hyper,cat_A,5,5,1,156.92,162.66,100.13249999999998,251.97
167,S01,hyper,cat_A,6,5,0,179.51,169.76,72.72821428571427,150.11
168,S01,hyper,cat_A,0,5,0,127.96,208.94,101.17892857142856,122.67
169,S01,hyper,cat_A,1,5,0,126.49,149.1,120.68535714285714,122.24
170,S01,hyper,cat_A,2,5,0,124.35,113.1,140.64357142857142,118.23
171,S01,hyper,cat_A,3,5,0,136.43,119.85,133.61964285714285,143.4
172,S01,hyper,cat_A,4,5,0,131.87,150.15,208.92392857142858,114.55
173,S01,hyper,cat_A,5,5,0,251.97,156.92,90.09714285714283,154.27
174,S01,hyper,cat_A,6,5,0,150.11,179.51,60.52749999999999,176.43
175,S01,hyper,cat_A,0,5,0,122.67,127.96,96.08535714285712,135.33
176,S01,hyper,cat_A,1,5,0,122.24,126.49,129.77892857142857,152.32
177,S01,hyper,cat_A,2,5,0,118.23,124.35,95.2092857142857,122.97
178,S01,hyper,cat_A,3,5,0,143.4,136.43,113.57892857142858,109.37
179,S01,hyper,cat_A,4,5,0,114.55,131.87,83.78666666666666,138.7
180,S01,hyper,cat_A,5,6,0,154.27,251.97,65.79964285714286,165.21
181,S01,hyper,cat_A,6,6,0,176.43,150.11,61.63464285714285,169.74
182,S01,hyper,cat_A,0,6,0,135.33,122.67,84.45821428571426,126.65
183,S01,hyper,cat_A,1,6,0,152.32,122.24,104.30178571428569,126.4
184,S01,hyper,cat_A,2,6,0,122.97,118.23,77.48214285714285,140.78
185,S01,hyper,cat_A,3,6,1,109.37,143.4,119.92035714285713,233.6
186,S01,hyper,cat_A,4,6,0,138.7,114.55,99.22035714285713,104.57
187,S01,hyper,cat_A,5,6,0,165.21,154.27,83.33714285714284,150.44
188,S01,hyper,cat_A,6,6,0,169.74,176.43,95.3267857142857,157.52
189,S01,hyper,cat_A,0,6,0,126.65,135.33,198.70407407407404,127.16
190,S01,hyper,cat_A,1,6,0,126.4,152.32,104.7992857142857,102.22
191,S01,hyper,cat_A,2,6,1,140.78,122.97,80.79892857142856,183.01
192,S01,hyper,cat_A,3,6,0,233.6,109.37,126.02464285714284,132.54
193,S01,hyper,cat_A,4,6,0,104.57,138.7,110.0117857142857,134.97
194,S01,hyper,cat_A,5,6,0,150.44,165.21,76.19464285714285,145.19
195,S01,hyper,cat_A,6,6,0,157.52,169.74,104.11607142857142,173.9
196,S01,hyper,cat_A,0,6,0,127.16,126.65,116.12642857142855,123.74
197,S01,hyper,cat_A,1,6,0,102.22,126.4,131.76857142857142,99.43
198,S01,hyper,cat_A,2,6,0,183.01,140.78,131.79285714285714,129.5
199,S01,hyper,cat_A,3,6,0,132.54,233.6,201.03428571428572,113.78
200,S01,hyper,cat_A,4,6,0,134.97,104.57,87.53499999999998,119.6
201,S01,hyper,cat_A,5,6,0,145.19,150.44,61.329285714285696,148.09
202,S01,hyper,cat_A,6,6,0,173.9,157.52,97.15607142857141,145.22
203,S01,hyper,cat_A,0,6,1,123.74,127.16,115.70857142857142,167.58
204,S01,hyper,cat_A,1,6,0,99.43,102.22,94.78107142857142,110.84
205,S01,hyper,cat_A,2,6,0,129.5,183.01,116.41392857142856,124.84
206,S01,hyper,cat_A,3,6,0,113.78,132.54,104.10333333333331,113.21
207,S01,hyper,cat_A,4,6,0,119.6,134.97,68.94892857142855,126.65
208,S01,hyper,cat_A,5,6,0,148.09,145.19,60.62392857142856,143.98
209,S01,hyper,cat_A,6,6,0,145.22,173.9,86.08071428571428,149.33
210,S01,hyper,cat_A,0,7,0,167.58,123.74,112.51999999999998,112.57
211,S01,hyper,cat_A,1,7,0,110.84,99.43,76.5217857142857,135.98
212,S01,hyper,cat_A,2,7,0,124.84,129.5,120.64071428571427,102.15
213,S01,hyper,cat_A,3,7,0,113.21,113.78,98.8185714285714,101.23
214,S01,hyper,cat_A,4,7,1,126.65,119.6,82.80071428571428,179.53
215,S01,hyper,cat_A,5,7,0,143.98,148.09,99.71964285714284,180.1
216,S01,hyper,cat_A,6,7,0,149.33,145.22,185.98814814814813,152.55
217,S01,hyper,cat_A,0,7,0,112.57,167.58,109.42714285714284,110.13
218,S01,hyper,cat_A,1,7,0,135.98,110.84,83.82535714285711,110.31
219,S01,hyper,cat_A,2,7,0,102.15,124.84,118.32857142857141,121.72
220,S01,hyper,cat_A,3,7,0,101.23,113.21,100.61607142857142,138.63
221,S01,hyper,cat_A,4,7,0,179.53,126.65,72.75214285714284,107.56
222,S01,hyper,cat_A,5,7,0,180.1,143.98,101.14035714285713,144.78
223,S01,hyper,cat_A,6,7,0,152.55,149.33,130.33999999999997,129.85
224,S01,hyper,cat_A,0,7,0,110.13,112.57,144.94571428571427,111.89
225,S01,hyper,cat_A,1,7,0,110.31,135.98,113.09142857142855,130.65
226,S01,hyper,cat_A,2,7,0,121.72,102.15,207.37142857142857,95.45
227,S01,hyper,cat_A,3,7,0,138.63,101.23,87.73214285714285,111.34
228,S01,hyper,cat_A,4,7,0,107.56,179.53,61.60249999999998,96.88
229,S01,hyper,cat_A,5,7,0,144.78,180.1,93.61678571428571,148.63
230,S01,hyper,cat_A,6,7,0,129.85,152.55,124.0692857142857,139.62
231,S01,hyper,cat_A,0,7,0,111.89,110.13,96.01642857142853,84.56
232,S01,hyper,cat_A,1,7,0,130.65,110.31,128.04142857142855,98.65
233,S01,hyper,cat_A,2,7,0,95.45,121.72,113.72185185185184,127.25
234,S01,hyper,cat_A,3,7,0,111.34,138.63,67.15857142857142,106.21
235,S01,hyper,cat_A,4,7,0,96.88,107.56,60.81607142857142,120.18
236,S01,hyper,cat_A,5,7,0,148.63,144.78,83.53821428571426,133.28
237,S01,hyper,cat_A,6,7,0,139.62,129.85,113.55892857142854,125.6
238,S01,hyper,cat_A,0,7,0,84.56,111.89,79.23392857142856,112.35
239,S01,hyper,cat_A,1,7,0,98.65,130.65,114.29821428571427,113.55
240,S01,hyper,cat_A,2,8,0,127.25,95.45,106.3175,99.94
241,S01,hyper,cat_A,3,8,0,106.21,111.34,84.41999999999999,108.03
242,S01,hyper,cat_A,4,8,0,120.18,96.88,92.11071428571427,107.47
243,S01,hyper,cat_A,5,8,0,133.28,148.63,172.13407407407405,134.22
244,S01,hyper,cat_A,6,8,0,125.6,139.62,106.77142857142856,140.44
245,S01,hyper,cat_A,0,8,0,112.35,84.56,77.37214285714285,109.56
246,S01,hyper,cat_A,1,8,0,113.55,98.65,120.34749999999998,103.72
247,S01,hyper,cat_A,2,8,0,99.94,127.25,100.40035714285713,119.1
248,S01,hyper,cat_A,3,8,0,108.03,106.21,73.25928571428571,93.9
249,S01,hyper,cat_A,4,8,0,107.47,120.18,100.3492857142857,112.08
250,S01,hyper,cat_A,5,8,0,134.22,133.28,132.38321428571427,128.74
251,S01,hyper,cat_A,6,8,0,140.44,125.6,113.35642857142855,132.28
252,S01,hyper,cat_A,0,8,0,109.56,112.35,107.3160714285714,104.12
253,S01,hyper,cat_A,1,8,0,103.72,113.55,229.66071428571425,110.9
254,S01,hyper,cat_A,2,8,0,119.1,99.94,95.18714285714285,105.69
255,S01,hyper,cat_A,3,8,0,93.9,108.03,62.38285714285713,103.95
256,S01,hyper,cat_A,4,8,1,112.08,107.47,101.9585714285714,143.12
257,S01,hyper,cat_A,5,8,0,128.74,134.22,117.90107142857141,144.09
258,S01,hyper,cat_A,6,8,0,132.28,140.44,97.50714285714285,145.69
259,S01,hyper,cat_A,0,8,0,104.12,109.56,122.89999999999999,108.66
260,S01,hyper,cat_A,1,8,0,110.9,103.72,91.36407407407405,100.75
261,S01,hyper,cat_A,2,8,1,105.69,119.1,68.59214285714283,169.64
262,S01,hyper,cat_A,3,8,0,103.95,93.9,60.48892857142856,113.6
263,S01,hyper,cat_A,4,8,0,143.12,112.08,81.84035714285713,99.47
264,S01,hyper,cat_A,5,8,0,144.09,128.74,113.2335714285714,125.14
265,S01,hyper,cat_A,6,8,0,145.69,132.28,76.1760714285714,139.42
266,S01,hyper,cat_A,0,8,0,108.66,104.12,121.40392857142855,97.32
267,S01,hyper,cat_A,1,8,0,100.75,110.9,102.86964285714284,95.64
268,S01,hyper,cat_A,2,8,0,169.64,105.69,82.12249999999997,112.27
269,S01,hyper,cat_A,3,8,0,113.6,103.95,88.08142857142855,118.41
270,S01,hyper,cat_A,4,9,0,99.47,143.12,186.2962962962963,96.01
271,S01,hyper,cat_A,5,9,0,125.14,144.09,53.06642857142855,141.14
272,S01,hyper,cat_A,6,9,0,139.42,145.69,44.8042857142857,136.0
273,S01,hyper,cat_A,0,9,1,97.32,108.66,62.094999999999985,172.17
274,S01,hyper,cat_A,1,9,0,95.64,100.75,48.174642857142835,114.14
275,S01,hyper,cat_A,2,9,0,112.27,169.64,35.991785714285705,98.39
276,S01,hyper,cat_A,3,9,0,118.41,113.6,50.9967857142857,92.61
277,S01,hyper,cat_A,4,9,0,96.01,99.47,54.53642857142855,93.95
278,S01,hyper,cat_A,5,9,0,141.14,125.14,62.3642857142857,115.12
279,S01,hyper,cat_A,6,9,1,136.0,139.42,62.977857142857125,205.96
280,S01,hyper,cat_A,0,9,0,172.17,97.32,144.3967857142857,97.51
281,S01,hyper,cat_A,1,9,1,114.14,95.64,45.18571428571427,171.73
282,S01,hyper,cat_A,2,9,0,98.39,112.27,33.352142857142844,90.01
283,S01,hyper,cat_A,3,9,0,92.61,118.41,50.172142857142845,85.04
284,S01,hyper,cat_A,4,9,0,93.95,96.01,59.02785714285712,116.43
285,S01,hyper,cat_A,5,9,0,115.12,141.14,49.12892857142856,126.55
286,S01,hyper,cat_A,6,9,0,205.96,136.0,58.829285714285696,122.2
287,S01,hyper,cat_A,0,9,0,97.51,172.17,53.94888888888887,111.86
288,S01,hyper,cat_A,1,9,0,171.73,114.14,36.621071428571405,91.79
289,S01,hyper,cat_A,2,9,0,90.01,98.39,30.60321428571427,98.24
290,S01,hyper,cat_A,3,9,0,85.04,92.61,41.094999999999985,96.76
291,S01,hyper,cat_A,4,9,0,116.43,93.95,54.85964285714284,100.28
292,S01,hyper,cat_A,5,9,0,126.55,115.12,39.829285714285696,167.43
293,S01,hyper,cat_A,6,9,0,122.2,205.96,58.70678571428571,127.57
294,S01,hyper,cat_A,0,9,1,111.86,97.51,48.42821428571427,184.98
295,S01,hyper,cat_A,1,9,0,91.79,171.73,43.314642857142836,99.24
296,S01,hyper,cat_A,2,9,0,98.24,90.01,47.2492857142857,92.9
297,S01,hyper,cat_A,3,9,0,96.76,85.04,94.76703703703703,99.0
298,S01,hyper,cat_A,4,9,1,100.28,116.43,51.07607142857141,150.28
299,S01,hyper,cat_A,5,9,0,167.43,126.55,41.31892857142856,146.35
300,S01,hyper,cat_A,6,10,0,127.57,122.2,62.002142857142836,156.78
301,S01,hyper,cat_A,0,10,0,184.98,111.86,50.093928571428556,118.64
302,S01,hyper,cat_A,1,10,0,99.24,91.79,38.444642857142846,121.07
303,S01,hyper,cat_A,2,10,1,92.9,98.24,50.296785714285704,201.27
304,S01,hyper,cat_A,3,10,0,99.0,96.76,56.26392857142855,91.48
305,S01,hyper,cat_A,4,10,0,150.28,100.28,57.354285714285695,99.38
306,S01,hyper,cat_A,5,10,0,146.35,167.43,61.87178571428569,160.57
307,S01,hyper,cat_A,6,10,0,156.78,127.57,120.66249999999998,109.35
308,S01,hyper,cat_A,0,10,0,118.64,184.98,44.375357142857126,92.07
309,S01,hyper,cat_A,1,10,0,121.07,99.24,30.47964285714284,118.85
310,S01,hyper,cat_A,2,10,0,201.27,92.9,46.83107142857141,126.95
311,S01,hyper,cat_A,3,10,0,91.48,99.0,60.10785714285713,116.15
312,S01,hyper,cat_A,4,10,0,99.38,150.28,43.98142857142856,108.0
313,S01,hyper,cat_A,5,10,0,160.57,146.35,60.780714285714275,145.63
314,S01,hyper,cat_A,6,10,0,109.35,156.78,49.28703703703702,139.33
315,S01,hyper,cat_A,0,10,0,92.07,118.64,32.79749999999998,108.49
316,S01,hyper,cat_A,1,10,0,118.85,121.07,30.9817857142857,128.36
317,S01,hyper,cat_A,2,10,0,126.95,201.27,40.861785714285695,112.26
318,S01,hyper,cat_A,3,10,0,116.15,91.48,56.240714285714276,110.48
319,S01,hyper,cat_A,4,10,0,108.0,99.38,37.7792857142857,136.63
320,S01,hyper,cat_A,5,10,0,145.63,160.57,59.7392857142857,134.75
321,S01,hyper,cat_A,6,10,0,139.33,109.35,47.930714285714274,166.6
322,S01,hyper,cat_A,0,10,0,108.49,92.07,42.37107142857142,116.6
323,S01,hyper,cat_A,1,10,0,128.36,118.85,47.95571428571427,107.21
324,S01,hyper,cat_A,2,10,0,112.26,126.95,97.10148148148147,121.12
325,S01,hyper,cat_A,3,10,0,110.48,116.15,50.56785714285713,116.71
326,S01,hyper,cat_A,4,10,0,136.63,108.0,38.767857142857125,91.06
327,S01,hyper,cat_A,5,10,0,134.75,145.63,60.946071428571415,139.32
328,S01,hyper,cat_A,6,10,0,166.6,139.33,54.680357142857126,134.46
329,S01,hyper,cat_A,0,10,0,116.6,108.49,37.13821428571426,140.91
330,S01,hyper,cat_A,1,11,0,107.21,128.36,52.079999999999984,122.92
331,S01,hyper,cat_A,2,11,1,121.12,112.26,69.91642857142855,173.29
332,S01,hyper,cat_A,3,11,0,116.71,110.48,67.44035714285712,119.4
333,S01,hyper,cat_A,4,11,0,91.06,136.63,64.49321428571427,125.09
334,S01,hyper,cat_A,5,11,1,139.32,134.75,123.71142857142856,285.06
335,S01,hyper,cat_A,6,11,0,134.46,166.6,50.37571428571427,161.55
336,S01,hyper,cat_A,0,11,0,140.91,116.6,31.03214285714284,136.53
337,S01,hyper,cat_A,1,11,0,122.92,107.21,48.71464285714284,113.71
338,S01,hyper,cat_A,2,11,0,173.29,121.12,62.28142857142855,92.03
339,S01,hyper,cat_A,3,11,0,119.4,116.71,46.14857142857141,131.37
340,S01,hyper,cat_A,4,11,0,125.09,91.06,57.41785714285713,102.97
341,S01,hyper,cat_A,5,11,0,285.06,139.32,62.999999999999986,160.5
342,S01,hyper,cat_A,6,11,1,161.55,134.46,33.65214285714284,246.24
343,S01,hyper,cat_A,0,11,0,136.53,140.91,30.866785714285697,117.54
344,S01,hyper,cat_A,1,11,0,113.71,122.92,41.12785714285713,133.42
345,S01,hyper,cat_A,2,11,0,92.03,173.29,57.68821428571427,126.32
346,S01,hyper,cat_A,3,11,0,131.37,119.4,40.900357142857125,121.61
347,S01,hyper,cat_A,4,11,0,102.97,125.09,58.243928571428555,140.14
348,S01,hyper,cat_A,5,11,0,160.5,285.06,50.52142857142855,156.12
349,S01,hyper,cat_A,6,11,0,246.24,161.55,42.46499999999998,155.64
350,S01,hyper,cat_A,0,11,0,117.54,136.53,46.93428571428569,125.27
351,S01,hyper,cat_A,1,11,0,133.42,113.71,92.94111111111111,131.73
352,S01,hyper,cat_A,2,11,1,126.32,92.03,51.323214285714265,175.25
353,S01,hyper,cat_A,3,11,0,121.61,131.37,41.84142857142855,120.49
354,S01,hyper,cat_A,4,11,0,140.14,102.97,60.42249999999999,132.86
355,S01,hyper,cat_A,5,11,0,156.12,160.5,46.43642857142856,174.26
356,S01,hyper,cat_A,6,11,0,155.64,246.24,34.56321428571427,148.01
357,S01,hyper,cat_A,0,11,0,125.27,117.54,49.327142857142846,153.28
358,S01,hyper,cat_A,1,11,0,131.73,133.42,66.99214285714284,117.53
359,S01,hyper,cat_A,2,11,0,175.25,126.32,57.47392857142855,145.04
360,S01,hyper,cat_A,3,0,0,120.49,121.61,57.828214285714274,125.47
361,S01,hyper,cat_A,4,0,0,132.86,140.14,100.37071428571427,120.15
362,S01,hyper,cat_A,5,0,0,174.26,156.12,45.361428571428554,152.02
