day,store_id,store_format,category,dow,month,promo_flag,lag_7,lag_14,roll_28_mean,sales
534,S01,hyper,cat_A,2,5,1,142.01,364.33,86.43392857142854,441.64
535,S01,hyper,cat_A,3,5,1,172.93,427.53,58.49321428571427,412.48
536,S01,hyper,cat_A,4,5,0,154.04,167.47,87.65249999999999,138.72
537,S01,hyper,cat_A,5,5,1,510.15,162.21,77.76892857142856,485.64
538,S01,hyper,cat_A,6,5,1,213.39,515.87,65.46357142857141,533.17
539,S01,hyper,cat_A,0,5,1,147.75,171.61,68.7710714285714,395.22
500,S01,hyper,cat_B,3,4,0,145.21,144.7,87.1317857142857,152.95
501,S01,hyper,cat_B,4,4,0,147.2,156.68,67.14535714285714,135.0
502,S01,hyper,cat_B,5,4,0,198.69,186.27,86.25107142857142,149.69
503,S01,hyper,cat_B,6,4,0,199.41,153.86,63.25518518518517,164.65
504,S01,hyper,cat_B,0,4,0,222.73,149.04,50.75857142857141,130.83
505,S01,hyper,cat_B,1,4,1,160.26,226.43,44.05964285714284,314.33
506,S01,hyper,cat_B,2,4,1,161.62,129.42,68.55821428571427,334.2
507,S01,hyper,cat_B,3,4,1,152.95,145.21,88.09071428571427,411.86
508,S01,hyper,cat_B,4,4,0,135.0,147.2,56.08214285714284,144.78
509,S01,hyper,cat_B,5,4,1,149.69,198.69,85.79107142857141,539.23
510,S01,hyper,cat_B,6,5,1,164.65,199.41,74.58642857142856,560.14
511,S01,hyper,cat_B,0,5,0,130.83,222.73,64.40571428571427,121.78
512,S01,hyper,cat_B,1,5,0,314.33,160.26,67.92464285714284,152.14
513,S01,hyper,cat_B,2,5,1,334.2,161.62,139.2888888888889,375.94
514,S01,hyper,cat_B,3,5,1,411.86,152.95,82.62821428571428,314.88
515,S01,hyper,cat_B,4,5,0,144.78,135.0,61.95785714285712,152.79
516,S01,hyper,cat_B,5,5,0,539.23,149.69,92.02678571428568,139.02
517,S01,hyper,cat_B,6,5,1,560.14,164.65,80.9275,475.99
518,S01,hyper,cat_B,0,5,0,121.78,130.83,52.869285714285695,123.01
519,S01,hyper,cat_B,1,5,0,152.14,314.33,77.38035714285711,142.4
520,S01,hyper,cat_B,2,5,0,375.94,334.2,98.55785714285715,162.12
521,S01,hyper,cat_B,3,5,0,314.88,411.86,87.9260714285714,149.8
522,S01,hyper,cat_B,4,5,1,152.79,144.78,101.60928571428569,418.73
523,S01,hyper,cat_B,5,5,1,139.02,539.23,215.1885714285714,501.11
524,S01,hyper,cat_B,6,5,1,475.99,560.14,68.56321428571427,465.15
525,S01,hyper,cat_B,0,5,0,123.01,121.78,48.14499999999998,113.82
526,S01,hyper,cat_B,1,5,1,142.4,152.14,74.57285714285713,380.09
527,S01,hyper,cat_B,2,5,1,162.12,375.94,88.5660714285714,365.57
528,S01,hyper,cat_B,3,5,0,149.8,314.88,69.28357142857142,133.97
529,S01,hyper,cat_B,4,5,0,418.73,152.79,90.83749999999998,139.22
530,S01,hyper,cat_B,5,5,0,501.11,139.02,81.31407407407406,181.81
531,S01,hyper,cat_B,6,5,1,465.15,475.99,51.001785714285695,437.61
532,S01,hyper,cat_B,0,5,1,113.82,123.01,46.37821428571427,351.97
533,S01,hyper,cat_B,1,5,0,380.09,142.4,67.35142857142856,115.69
534,S01,hyper,cat_B,2,5,1,365.57,162.12,85.87499999999999,336.78
535,S01,hyper,cat_B,3,5,0,133.97,149.8,58.704285714285696,149.41
536,S01,hyper,cat_B,4,5,1,139.22,418.73,87.25749999999998,416.72
537,S01,hyper,cat_B,5,5,0,181.81,501.11,78.47249999999998,140.05
538,S01,hyper,cat_B,6,5,1,437.61,465.15,65.14035714285713,421.21
539,S01,hyper,cat_B,0,5,0,351.97,113.82,68.65357142857141,121.41
500,S01,hyper,cat_C,3,4,1,8.75,260.27,85.90678571428569,506.45
501,S01,hyper,cat_C,4,4,0,132.46,149.39,66.51249999999999,178.46
502,S01,hyper,cat_C,5,4,0,416.91,341.02,86.17821428571426,218.52
503,S01,hyper,cat_C,6,4,1,204.18,182.63,63.05296296296295,925.2
504,S01,hyper,cat_C,0,4,1,279.39,284.08,50.50964285714284,851.57
505,S01,hyper,cat_C,1,4,1,272.13,208.37,44.49035714285713,27.09
506,S01,hyper,cat_C,2,4,0,298.58,50.36,72.14999999999999,402.48
507,S01,hyper,cat_C,3,4,0,506.45,8.75,87.93249999999999,370.86
508,S01,hyper,cat_C,4,4,0,178.46,132.46,56.29607142857141,199.05
509,S01,hyper,cat_C,5,4,0,218.52,416.91,86.05714285714284,225.15
510,S01,hyper,cat_C,6,5,0,925.2,204.18,75.7385714285714,141.48
511,S01,hyper,cat_C,0,5,0,851.57,279.39,64.35035714285712,151.53
512,S01,hyper,cat_C,1,5,0,27.09,272.13,67.9892857142857,340.03
513,S01,hyper,cat_C,2,5,1,402.48,298.58,138.0685185185185,564.01
514,S01,hyper,cat_C,3,5,1,370.86,506.45,80.03178571428569,734.22
515,S01,hyper,cat_C,4,5,1,199.05,178.46,62.929642857142845,695.13
516,S01,hyper,cat_C,5,5,1,225.15,218.52,91.225,308.06
517,S01,hyper,cat_C,6,5,1,141.48,925.2,81.23249999999997,882.53
518,S01,hyper,cat_C,0,5,0,151.53,851.57,52.611785714285695,207.82
519,S01,hyper,cat_C,1,5,1,340.03,27.09,76.8335714285714,549.0
520,S01,hyper,cat_C,2,5,0,564.01,402.48,96.6992857142857,180.79
521,S01,hyper,cat_C,3,5,1,734.22,370.86,88.03321428571428,672.49
522,S01,hyper,cat_C,4,5,0,695.13,199.05,102.7692857142857,292.65
523,S01,hyper,cat_C,5,5,1,308.06,225.15,223.30249999999998,685.97
524,S01,hyper,cat_C,6,5,1,882.53,141.48,68.63607142857141,341.84
525,S01,hyper,cat_C,0,5,1,207.82,151.53,48.04464285714284,516.69
526,S01,hyper,cat_C,1,5,0,549.0,340.03,74.42821428571426,224.95
527,S01,hyper,cat_C,2,5,1,180.79,564.01,88.13321428571427,369.03
528,S01,hyper,cat_C,3,5,1,672.49,734.22,68.73285714285713,400.7
529,S01,hyper,cat_C,4,5,0,292.65,695.13,91.72535714285712,197.79
530,S01,hyper,cat_C,5,5,1,685.97,308.06,79.96185185185185,779.21
531,S01,hyper,cat_C,6,5,0,341.84,882.53,50.72642857142855,253.87
532,S01,hyper,cat_C,0,5,0,516.69,207.82,46.89571428571427,116.21
533,S01,hyper,cat_C,1,5,1,224.95,549.0,71.48142857142855,538.07
534,S01,hyper,cat_C,2,5,1,369.03,180.79,85.50964285714284,444.59
535,S01,hyper,cat_C,3,5,0,400.7,672.49,58.63285714285713,397.82
536,S01,hyper,cat_C,4,5,0,197.79,292.65,87.31392857142855,197.88
537,S01,hyper,cat_C,5,5,0,779.21,685.97,76.55607142857141,194.76
538,S01,hyper,cat_C,6,5,0,253.87,341.84,65.08642857142856,342.81
539,S01,hyper,cat_C,0,5,0,116.21,516.69,68.26392857142856,84.17
500,S01,hyper,cat_D,3,4,0,154.15,124.9,85.04821428571428,118.51
501,S01,hyper,cat_D,4,4,0,116.69,131.22,66.24464285714284,130.58
502,S01,hyper,cat_D,5,4,1,164.07,185.02,86.6667857142857,392.91
503,S01,hyper,cat_D,6,4,1,178.32,161.89,61.63518518518517,323.85
504,S01,hyper,cat_D,0,4,0,137.34,102.22,50.37785714285713,104.94
505,S01,hyper,cat_D,1,4,1,127.25,139.12,45.91749999999998,450.63
506,S01,hyper,cat_D,2,4,1,137.39,143.24,72.29499999999999,303.53
507,S01,hyper,cat_D,3,4,1,118.51,154.15,88.19821428571427,312.33
508,S01,hyper,cat_D,4,4,1,130.58,116.69,55.93499999999998,338.42
509,S01,hyper,cat_D,5,4,1,392.91,164.07,85.72964285714284,391.09
510,S01,hyper,cat_D,6,5,0,323.85,178.32,75.79142857142855,138.81
511,S01,hyper,cat_D,0,5,0,104.94,137.34,64.26464285714283,129.91
512,S01,hyper,cat_D,1,5,0,450.63,127.25,68.41999999999999,120.12
513,S01,hyper,cat_D,2,5,0,303.53,137.39,138.8774074074074,113.33
514,S01,hyper,cat_D,3,5,0,312.33,118.51,79.32607142857141,127.16
515,S01,hyper,cat_D,4,5,0,338.42,130.58,62.5667857142857,108.48
516,S01,hyper,cat_D,5,5,1,391.09,392.91,91.42535714285714,297.19
517,S01,hyper,cat_D,6,5,0,138.81,323.85,81.46392857142855,154.48
518,S01,hyper,cat_D,0,5,0,129.91,104.94,52.581785714285694,103.05
519,S01,hyper,cat_D,1,5,1,120.12,450.63,77.58535714285712,283.56
520,S01,hyper,cat_D,2,5,1,113.33,303.53,96.65678571428569,293.62
521,S01,hyper,cat_D,3,5,1,127.16,312.33,88.80642857142855,370.48
522,S01,hyper,cat_D,4,5,0,108.48,338.42,100.03749999999998,110.98
523,S01,hyper,cat_D,5,5,0,297.19,391.09,230.31249999999997,170.18
524,S01,hyper,cat_D,6,5,1,154.48,138.81,66.90107142857141,469.41
525,S01,hyper,cat_D,0,5,1,103.05,129.91,48.53785714285713,280.24
526,S01,hyper,cat_D,1,5,0,283.56,120.12,73.96999999999998,111.71
527,S01,hyper,cat_D,2,5,1,293.62,113.33,87.16749999999999,273.73
528,S01,hyper,cat_D,3,5,0,370.48,127.16,67.73142857142855,109.52
529,S01,hyper,cat_D,4,5,0,110.98,108.48,94.55607142857141,98.62
530,S01,hyper,cat_D,5,5,0,170.18,297.19,78.97814814814812,135.57
531,S01,hyper,cat_D,6,5,0,469.41,154.48,50.43714285714285,155.35
532,S01,hyper,cat_D,0,5,1,280.24,103.05,47.07535714285713,361.52
533,S01,hyper,cat_D,1,5,1,111.71,283.56,73.39964285714284,322.21
534,S01,hyper,cat_D,2,5,0,273.73,293.62,84.7860714285714,115.44
535,S01,hyper,cat_D,3,5,0,109.52,370.48,58.473928571428566,99.77
536,S01,hyper,cat_D,4,5,0,98.62,110.98,87.80999999999999,108.38
537,S01,hyper,cat_D,5,5,0,135.57,170.18,76.81428571428569,170.89
538,S01,hyper,cat_D,6,5,0,155.35,469.41,64.6292857142857,132.6
539,S01,hyper,cat_D,0,5,0,361.52,280.24,68.51535714285713,116.32
500,S01,hyper,cat_E,3,4,1,171.28,120.82,85.05499999999998,446.96
501,S01,hyper,cat_E,4,4,0,187.62,197.72,66.94107142857142,173.35
502,S01,hyper,cat_E,5,4,1,222.08,217.52,86.6517857142857,603.49
503,S01,hyper,cat_E,6,4,1,196.63,210.56,60.31740740740739,517.93
504,S01,hyper,cat_E,0,4,1,179.53,188.14,50.73249999999998,473.75
505,S01,hyper,cat_E,1,4,0,201.46,216.8,45.94535714285712,140.07
506,S01,hyper,cat_E,2,4,0,178.85,185.39,76.03321428571428,150.42
507,S01,hyper,cat_E,3,4,0,446.96,171.28,87.41642857142855,151.78
508,S01,hyper,cat_E,4,4,1,173.35,187.62,55.737142857142835,372.56
509,S01,hyper,cat_E,5,4,1,603.49,222.08,86.48214285714286,688.74
510,S01,hyper,cat_E,6,5,1,517.93,196.63,76.5542857142857,703.82
511,S01,hyper,cat_E,0,5,0,473.75,179.53,63.92857142857141,173.75
512,S01,hyper,cat_E,1,5,1,140.07,201.46,68.86285714285712,505.48
513,S01,hyper,cat_E,2,5,0,150.42,178.85,139.37999999999997,180.06
514,S01,hyper,cat_E,3,5,0,151.78,446.96,79.52071428571426,180.47
515,S01,hyper,cat_E,4,5,0,372.56,173.35,61.24357142857141,131.41
516,S01,hyper,cat_E,5,5,0,688.74,603.49,90.98249999999999,226.75
517,S01,hyper,cat_E,6,5,1,703.82,517.93,83.68464285714285,630.83
518,S01,hyper,cat_E,0,5,1,173.75,473.75,53.06857142857142,370.3
519,S01,hyper,cat_E,1,5,1,505.48,140.07,77.54678571428569,455.86
520,S01,hyper,cat_E,2,5,0,180.06,150.42,96.14071428571427,149.72
521,S01,hyper,cat_E,3,5,0,180.47,151.78,86.62928571428571,168.02
522,S01,hyper,cat_E,4,5,0,131.41,372.56,101.34499999999998,167.74
523,S01,hyper,cat_E,5,5,1,226.75,688.74,239.43392857142857,541.88
524,S01,hyper,cat_E,6,5,1,630.83,703.82,65.51071428571427,600.36
525,S01,hyper,cat_E,0,5,0,370.3,173.75,47.88607142857141,183.88
526,S01,hyper,cat_E,1,5,0,455.86,505.48,75.23821428571428,152.29
527,S01,hyper,cat_E,2,5,1,149.72,180.06,87.2910714285714,469.22
528,S01,hyper,cat_E,3,5,1,168.02,180.47,66.50249999999998,438.3
529,S01,hyper,cat_E,4,5,1,167.74,131.41,95.90785714285713,489.67
530,S01,hyper,cat_E,5,5,1,541.88,226.75,72.25296296296295,595.53
531,S01,hyper,cat_E,6,5,0,600.36,630.83,50.48285714285713,204.02
532,S01,hyper,cat_E,0,5,0,183.88,370.3,46.83321428571427,161.93
533,S01,hyper,cat_E,1,5,0,152.29,455.86,77.3792857142857,168.71
534,S01,hyper,cat_E,2,5,1,469.22,149.72,83.86249999999998,439.86
535,S01,hyper,cat_E,3,5,0,438.3,168.02,58.462499999999984,160.34
536,S01,hyper,cat_E,4,5,0,489.67,167.74,87.58249999999998,166.03
537,S01,hyper,cat_E,5,5,1,595.53,541.88,77.02464285714284,514.07
538,S01,hyper,cat_E,6,5,1,204.02,600.36,62.91821428571427,572.77
539,S01,hyper,cat_E,0,5,0,161.93,183.88,69.86285714285712,160.44
500,S01,hyper,cat_F,3,4,0,95.15,104.73,85.23964285714284,95.82
501,S01,hyper,cat_F,4,4,0,140.77,112.36,65.17714285714284,124.83
502,S01,hyper,cat_F,5,4,0,221.67,136.97,86.85999999999999,135.02
503,S01,hyper,cat_F,6,4,0,133.63,135.15,59.42185185185184,129.16
504,S01,hyper,cat_F,0,4,1,107.23,113.44,50.58571428571427,267.55
505,S01,hyper,cat_F,1,4,0,121.8,120.0,46.23964285714283,101.12
506,S01,hyper,cat_F,2,4,0,151.79,177.79,78.57357142857141,139.44
507,S01,hyper,cat_F,3,4,0,95.82,95.15,84.70428571428569,100.81
508,S01,hyper,cat_F,4,4,0,124.83,140.77,55.82785714285712,76.81
509,S01,hyper,cat_F,5,4,0,135.02,221.67,86.67964285714285,140.09
510,S01,hyper,cat_F,6,5,0,129.16,133.63,76.65107142857141,125.21
511,S01,hyper,cat_F,0,5,0,267.55,107.23,63.22357142857141,101.74
512,S01,hyper,cat_F,1,5,0,101.12,121.8,69.50285714285712,113.76
513,S01,hyper,cat_F,2,5,1,139.44,151.79,133.94925925925924,274.47
514,S01,hyper,cat_F,3,5,0,100.81,95.82,80.24499999999999,85.56
515,S01,hyper,cat_F,4,5,0,76.81,124.83,61.379642857142834,109.77
516,S01,hyper,cat_F,5,5,0,140.09,135.02,90.58285714285714,123.41
517,S01,hyper,cat_F,6,5,0,125.21,129.16,83.17285714285711,129.2
518,S01,hyper,cat_F,0,5,1,101.74,267.55,52.73999999999999,290.85
519,S01,hyper,cat_F,1,5,1,113.76,101.12,77.44071428571428,294.08
520,S01,hyper,cat_F,2,5,1,274.47,139.44,94.98571428571427,282.67
521,S01,hyper,cat_F,3,5,1,85.56,100.81,85.99499999999999,314.38
522,S01,hyper,cat_F,4,5,0,109.77,76.81,100.12178571428569,123.85
523,S01,hyper,cat_F,5,5,1,123.41,140.09,241.78142857142853,316.2
524,S01,hyper,cat_F,6,5,1,129.2,125.21,64.8517857142857,342.3
525,S01,hyper,cat_F,0,5,0,290.85,101.74,48.0867857142857,109.25
526,S01,hyper,cat_F,1,5,1,294.08,113.76,75.39999999999999,232.91
527,S01,hyper,cat_F,2,5,0,282.67,274.47,86.75535714285714,94.97
528,S01,hyper,cat_F,3,5,0,314.38,85.56,66.73999999999998,96.97
529,S01,hyper,cat_F,4,5,0,123.85,109.77,93.26249999999997,111.4
530,S01,hyper,cat_F,5,5,1,316.2,123.41,66.28555555555555,409.6
531,S01,hyper,cat_F,6,5,1,342.3,129.2,50.2117857142857,381.1
532,S01,hyper,cat_F,0,5,1,109.25,290.85,46.885714285714265,273.91
533,S01,hyper,cat_F,1,5,1,232.91,294.08,81.30107142857142,239.38
534,S01,hyper,cat_F,2,5,1,94.97,282.67,81.63535714285713,284.68
535,S01,hyper,cat_F,3,5,0,96.97,314.38,58.783928571428554,104.35
536,S01,hyper,cat_F,4,5,0,111.4,123.85,87.95035714285713,103.93
537,S01,hyper,cat_F,5,5,0,409.6,316.2,76.68071428571427,107.3
538,S01,hyper,cat_F,6,5,0,381.1,342.3,62.6167857142857,118.02
539,S01,hyper,cat_F,0,5,1,273.91,109.25,69.71892857142855,238.32
500,S01,hyper,cat_G,3,4,1,149.61,174.3,86.51464285714285,445.73
501,S01,hyper,cat_G,4,4,0,172.03,168.87,65.90035714285713,158.72
502,S01,hyper,cat_G,5,4,0,179.82,224.09,86.78964285714285,179.14
503,S01,hyper,cat_G,6,4,1,219.59,194.76,57.11999999999998,654.39
504,S01,hyper,cat_G,0,4,1,171.85,177.64,50.52035714285712,393.54
505,S01,hyper,cat_G,1,4,0,143.25,160.77,46.030714285714275,154.81
506,S01,hyper,cat_G,2,4,1,163.69,255.45,78.53642857142856,374.18
507,S01,hyper,cat_G,3,4,0,445.73,149.61,84.31714285714284,154.13
508,S01,hyper,cat_G,4,4,0,158.72,172.03,55.7842857142857,152.69
509,S01,hyper,cat_G,5,4,1,179.14,179.82,87.32714285714283,590.57
510,S01,hyper,cat_G,6,5,0,654.39,219.59,76.97428571428568,182.16
511,S01,hyper,cat_G,0,5,0,393.54,171.85,63.15857142857141,147.09
512,S01,hyper,cat_G,1,5,0,154.81,143.25,71.11607142857142,159.64
513,S01,hyper,cat_G,2,5,0,374.18,163.69,135.00370370370368,151.53
514,S01,hyper,cat_G,3,5,0,154.13,445.73,80.1442857142857,150.67
515,S01,hyper,cat_G,4,5,0,152.69,158.72,61.209642857142846,169.59
516,S01,hyper,cat_G,5,5,0,590.57,179.14,90.36214285714284,181.52
517,S01,hyper,cat_G,6,5,0,182.16,654.39,83.10857142857141,180.61
518,S01,hyper,cat_G,0,5,0,147.09,393.54,52.593571428571416,163.78
519,S01,hyper,cat_G,1,5,1,159.64,154.81,77.87357142857141,432.43
520,S01,hyper,cat_G,2,5,1,151.53,374.18,93.43142857142855,392.92
521,S01,hyper,cat_G,3,5,0,150.67,154.13,89.02357142857143,172.62
522,S01,hyper,cat_G,4,5,0,169.59,152.69,103.18285714285712,156.28
523,S01,hyper,cat_G,5,5,0,181.52,590.57,241.82464285714283,210.67
524,S01,hyper,cat_G,6,5,1,180.61,182.16,63.97857142857141,468.17
525,S01,hyper,cat_G,0,5,1,163.78,147.09,48.001071428571414,420.52
526,S01,hyper,cat_G,1,5,0,432.43,159.64,75.1742857142857,152.1
527,S01,hyper,cat_G,2,5,1,392.92,151.53,86.40321428571427,375.92
528,S01,hyper,cat_G,3,5,0,172.62,150.67,66.0217857142857,150.68
529,S01,hyper,cat_G,4,5,0,156.28,169.59,92.81499999999997,140.63
530,S01,hyper,cat_G,5,5,1,210.67,181.52,58.63888888888887,436.83
531,S01,hyper,cat_G,6,5,1,468.17,180.61,50.23785714285712,505.3
532,S01,hyper,cat_G,0,5,1,420.52,163.78,46.843214285714275,445.16
533,S01,hyper,cat_G,1,5,1,152.1,432.43,81.10642857142855,403.27
534,S01,hyper,cat_G,2,5,0,375.92,392.92,80.77142857142856,146.03
535,S01,hyper,cat_G,3,5,0,150.68,172.62,58.39357142857141,153.29
536,S01,hyper,cat_G,4,5,0,140.63,156.28,87.89321428571428,132.13
537,S01,hyper,cat_G,5,5,0,436.83,210.67,76.79607142857141,163.85
538,S01,hyper,cat_G,6,5,1,505.3,468.17,62.47321428571427,444.97
539,S01,hyper,cat_G,0,5,0,445.16,420.52,69.94142857142856,148.74
500,S01,hyper,cat_H,3,4,0,165.27,186.07,84.2142857142857,152.22
501,S01,hyper,cat_H,4,4,0,151.37,286.1,66.0210714285714,135.12
502,S01,hyper,cat_H,5,4,0,192.69,213.77,87.18642857142856,182.33
503,S01,hyper,cat_H,6,4,1,202.67,203.72,49.43444444444443,508.86
504,S01,hyper,cat_H,0,4,0,142.96,131.04,50.400357142857125,152.48
505,S01,hyper,cat_H,1,4,1,175.43,146.06,46.02785714285712,359.89
506,S01,hyper,cat_H,2,4,1,131.77,126.5,81.30142857142856,391.18
507,S01,hyper,cat_H,3,4,1,152.22,165.27,84.1775,403.33
508,S01,hyper,cat_H,4,4,1,135.12,151.37,56.07678571428569,361.45
509,S01,hyper,cat_H,5,4,1,182.33,192.69,88.55928571428569,478.36
510,S01,hyper,cat_H,6,5,0,508.86,202.67,77.35535714285712,214.56
511,S01,hyper,cat_H,0,5,0,152.48,142.96,63.03642857142855,144.82
512,S01,hyper,cat_H,1,5,0,359.89,175.43,71.34642857142856,143.0
513,S01,hyper,cat_H,2,5,0,391.18,131.77,128.9637037037037,152.19
514,S01,hyper,cat_H,3,5,1,403.33,152.22,80.58964285714285,505.38
515,S01,hyper,cat_H,4,5,0,361.45,135.12,61.10964285714284,135.95
516,S01,hyper,cat_H,5,5,0,478.36,182.33,90.63821428571427,157.81
517,S01,hyper,cat_H,6,5,0,214.56,508.86,82.49285714285712,175.43
518,S01,hyper,cat_H,0,5,0,144.82,152.48,52.45821428571428,119.97
519,S01,hyper,cat_H,1,5,0,143.0,359.89,77.86107142857142,132.45
520,S01,hyper,cat_H,2,5,1,152.19,391.18,92.48357142857141,459.96
521,S01,hyper,cat_H,3,5,0,505.38,403.33,88.7717857142857,160.38
522,S01,hyper,cat_H,4,5,1,135.95,361.45,101.92392857142855,368.61
523,S01,hyper,cat_H,5,5,0,157.81,478.36,250.0292857142857,147.68
524,S01,hyper,cat_H,6,5,0,175.43,214.56,63.70714285714285,150.69
525,S01,hyper,cat_H,0,5,0,119.97,144.82,48.690714285714265,130.04
526,S01,hyper,cat_H,1,5,0,132.45,143.0,75.21857142857141,125.84
527,S01,hyper,cat_H,2,5,1,459.96,152.19,86.88107142857142,408.36
528,S01,hyper,cat_H,3,5,1,160.38,505.38,65.5367857142857,412.47
529,S01,hyper,cat_H,4,5,1,368.61,135.95,90.92857142857142,395.86
530,S01,hyper,cat_H,5,5,0,147.68,157.81,50.22666666666665,169.26
531,S01,hyper,cat_H,6,5,1,150.69,175.43,50.272142857142846,509.99
532,S01,hyper,cat_H,0,5,0,130.04,119.97,46.98214285714284,127.95
533,S01,hyper,cat_H,1,5,0,125.84,132.45,81.00392857142855,145.88
534,S01,hyper,cat_H,2,5,0,408.36,459.96,80.44071428571428,121.78
535,S01,hyper,cat_H,3,5,0,412.47,160.38,57.47499999999998,144.43
536,S01,hyper,cat_H,4,5,1,395.86,368.61,88.41142857142856,402.02
537,S01,hyper,cat_H,5,5,0,169.26,147.68,77.02071428571426,156.7
538,S01,hyper,cat_H,6,5,1,509.99,150.69,61.98892857142856,357.24
539,S01,hyper,cat_H,0,5,1,127.95,130.04,70.46857142857142,436.1
500,S02,hyper,cat_A,3,4,0,152.01,156.98,84.04535714285713,174.15
501,S02,hyper,cat_A,4,4,0,240.84,193.88,65.58142857142856,149.3
502,S02,hyper,cat_A,5,4,1,222.37,198.53,88.45357142857141,541.38
503,S02,hyper,cat_A,6,4,1,203.39,206.8,49.883928571428555,481.04
504,S02,hyper,cat_A,0,4,0,157.42,149.11,50.29214285714284,144.61
505,S02,hyper,cat_A,1,4,0,133.83,157.06,46.30357142857141,144.79
506,S02,hyper,cat_A,2,4,1,170.92,176.65,79.81321428571427,384.75
507,S02,hyper,cat_A,3,4,0,174.15,152.01,84.16392857142856,158.53
508,S02,hyper,cat_A,4,4,0,149.3,240.84,55.82071428571427,129.29
509,S02,hyper,cat_A,5,4,0,541.38,222.37,91.42714285714284,213.57
510,S02,hyper,cat_A,6,5,1,481.04,203.39,77.14321428571428,537.75
511,S02,hyper,cat_A,0,5,0,144.61,157.42,61.57464285714285,161.32
512,S02,hyper,cat_A,1,5,0,144.79,133.83,72.90321428571427,128.54
513,S02,hyper,cat_A,2,5,1,384.75,170.92,125.21444444444442,455.28
514,S02,hyper,cat_A,3,5,0,158.53,174.15,80.3985714285714,171.56
515,S02,hyper,cat_A,4,5,0,129.29,149.3,61.34535714285713,145.12
516,S02,hyper,cat_A,5,5,1,213.57,541.38,91.03392857142856,495.69
517,S02,hyper,cat_A,6,5,0,537.75,481.04,82.96785714285713,150.45
518,S02,hyper,cat_A,0,5,1,161.32,144.61,53.08749999999998,389.4
519,S02,hyper,cat_A,1,5,0,128.54,144.79,76.83392857142856,164.24
520,S02,hyper,cat_A,2,5,0,455.28,384.75,93.94785714285715,155.22
521,S02,hyper,cat_A,3,5,0,171.56,158.53,92.5392857142857,145.56
522,S02,hyper,cat_A,4,5,0,145.12,129.29,102.66107142857142,136.63
523,S02,hyper,cat_A,5,5,1,495.69,213.57,245.49785714285713,482.57
524,S02,hyper,cat_A,6,5,1,150.45,537.75,63.24714285714284,526.92
525,S02,hyper,cat_A,0,5,0,389.4,161.32,50.2367857142857,158.08
526,S02,hyper,cat_A,1,5,0,164.24,128.54,75.48071428571427,133.84
527,S02,hyper,cat_A,2,5,1,155.22,455.28,84.61642857142854,448.32
